Location,Map-Lot,Map,Lot,Land Area,Land Use Code,Land Use Category,Land Use Description,Mixed Use,Existing Units,Group Quarters,Grad Student Housing,Condo,Tax Status,Location 1
23 ACORN ST,97-11,97,11,5773,105,Residential,THREE-FM-RES, ,3, , , , ,"(42.357331137700001, -71.109576485999895)"
170-172 MAGAZINE ST,99-21,99,21,6075,105,Residential,THREE-FM-RES, ,3, , , , ,"(42.3573384809999, -71.112639997299894)"
7 TUFTS ST,99-51,99,51,2737,316,Commercial,WAREHOUSE, ,0, , , , ,"(42.357354098000002, -71.111071749700002)"
26 TUFTS ST,99-25,99,25,6000,111,Residential,4-8-UNIT-APT, ,6, , , , ,"(42.357319987700002, -71.111844767400001)"
140 CHESTNUT ST,98-24,98,24,9000,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.357285936499899, -71.110317307100004)"
566 PUTNAM AVE,96-120,96,120,5625,111,Residential,4-8-UNIT-APT, ,5, , , , ,"(42.357296357700001, -71.107534916299898)"
281-283 BROOKLINE ST,97-84,97,84,4500,104,Residential,TWO-FAM-RES, ,2, , ,YES, ,"(42.3572941884999, -71.108310979799896)"
58 ALLSTON ST,96-43,96,43,2960,105,Residential,THREE-FM-RES, ,3, , , , ,"(42.3573089799999, -71.106207042700007)"
16 ACORN ST,97-15,97,15,5000,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.3572920087, -71.109059003400006)"
307 PEARL ST,99-49,99,49,3007,101,Residential,SNGL-FAM-RES, ,1, , , , ,"(42.357321670399898, -71.110871575199894)"
18 PETERS ST,96-112,96,112,3255,105,Residential,THREE-FM-RES, ,3, , ,YES, ,"(42.357277085, -71.106802662800007)"
33 GLENWOOD AVE,99-36,99,36,5000,105,Residential,THREE-FM-RES, ,3, , , , ,"(42.357250290499898, -71.112329640300004)"
285 BROOKLINE ST,97-85,97,85,6500,105,Residential,THREE-FM-RES, ,3, , , , ,"(42.357204730100001, -71.108608850799897)"
20 TUFTS ST,99-26,99,26,5700,111,Residential,4-8-UNIT-APT, ,7, , , , ,"(42.357222030300001, -71.1116714204)"
223 SIDNEY ST,96-44,96,44,3251,920,Public Open Space,Parklands, ,0, , , ,City NonTax,"(42.3572302960999, -71.106418053699898)"
66 ANGLIM ST,66-82,66,82,23466,390,Vacant Commercial,COM-DEV-LAND, ,0, , , , ,"(42.356953417600003, -71.103225083500007)"
309 PEARL ST,99-50,99,50,3287,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.357224078800002, -71.110974733199896)"
20 PETERS ST,96-111,96,111,5127,111,Residential,4-8-UNIT-APT, ,6, , ,YES, ,"(42.357177817999897, -71.106906840700006)"
111 CHESTNUT ST,97-14,97,14,6511,105,Residential,THREE-FM-RES, ,3, , , , ,"(42.357160579899897, -71.109283119899899)"
570 PUTNAM AVE,96-33,96,33,2708,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.357201434300002, -71.107372696799899)"
27 GLENWOOD AVE,99-35,99,35,5000,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.3571653525999, -71.112180184899898)"
280 BROOKLINE ST,96-103,96,103,7072,112,Residential,>8-UNIT-APT, ,18, , , , ,"(42.3571112322999, -71.1080562402)"
128 CHESTNUT ST,98-25,98,25,5000,111,Residential,4-8-UNIT-APT, ,4, , ,YES, ,"(42.357153649399898, -71.110113520699898)"
180 MAGAZINE ST,99-61,99,61,3383,105,Residential,THREE-FM-RES, ,3, , , , ,"(42.357187572400001, -71.112895973500002)"
SIDNEY ST,96-45,96,45,3250,920,Public Open Space,Parklands, ,0, , , ,City NonTax,"(42.357153343900002, -71.1064987309)"
14 TUFTS ST,99-27,99,27,6500,111,Residential,4-8-UNIT-APT, ,6, , , , ,"(42.357117343900001, -71.111485146999897)"
308 PEARL ST,98-58,98,58,4920,111,Residential,4-8-UNIT-APT, ,4, , , , ,"(42.357139230100003, -71.110483051499898)"
289 BROOKLINE ST,97-86,97,86,6500,101,Residential,SNGL-FAM-RES, ,1, , , , ,"(42.3570959203999, -71.108725963500007)"
561 PUTNAM AVE,96-104,96,104,2278,105,Residential,THREE-FM-RES, ,3, , , , ,"(42.357116573299898, -71.107897557000001)"
23-95 GLENWOOD AVE,99-34,99,34,5000,104,Residential,TWO-FAM-RES, ,2, , ,YES, ,"(42.357081620099898, -71.112032200499897)"
105 CHESTNUT ST,97-21,97,21,6511,105,Residential,THREE-FM-RES, ,3, , , , ,"(42.357050926699898, -71.109097104300005)"
580 PUTNAM AVE,96-34,96,34,4000,105,Residential,THREE-FM-RES, ,3, , ,YES, ,"(42.357069179600003, -71.107125863500002)"
SIDNEY ST,96-46,96,46,3250,920,Public Open Space,Parklands, ,0, , , ,City NonTax,"(42.357075592500003, -71.106579419300004)"
182 MAGAZINE ST,99-60,99,60,3440,105,Residential,THREE-FM-RES, ,3, , ,YES, ,"(42.357099454699899, -71.112986609499899)"
315 PEARL ST,99-28,99,28,4420,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.357045298800003, -71.111200529100003)"
310 PEARL ST,98-59,98,59,3580,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.356993827799897, -71.110293321200004)"
36-38 GLENWOOD AVE,99-62,99,62,4000,104,Residential,TWO-FAM-RES, ,2, , ,YES, ,"(42.357019376099899, -71.112779850400003)"
350 MEMORIAL DR,58-157,58,157,5250,942,Higher Education,Private College, ,0, , , ,Educ NonTax,"(42.3569089203, -71.095076967599894)"
19 GLENWOOD AVE,99-64,99,64,2500,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.357019852199898, -71.1119208673)"
314 PEARL ST,98-22,98,22,4000,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.357016561599899, -71.110606885799896)"
116 CHESTNUT ST,98-77,98,77,4670,104,Residential,TWO-FAM-RES, ,2, , ,YES, ,"(42.356977565400001, -71.109808557500003)"
SIDNEY ST,96-47,96,47,3251,920,Public Open Space,Parklands, ,0, , , ,City NonTax,"(42.3569990113999, -71.106660719900006)"
PUTNAM AVE NS,96-81,96,81,320,972,Transportation,Road Right of Way, ,0, , , ,City NonTax,"(42.3570241749999, -71.107044647500004)"
586-590 PUTNAM AVE,96-51,96,51,3200,105,Residential,THREE-FM-RES, ,3, , , , ,"(42.356985232900001, -71.106979678800002)"
293 BROOKLINE ST,97-106,97,106,3374,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.356962707400001, -71.108761462399897)"
360 MEMORIAL DR,58-158,58,158,46500,942,Higher Education,Private College, ,0, , , ,Educ NonTax,"(42.356678835499899, -71.095784215199899)"
15 GLENWOOD AVE,99-65,99,65,2500,104,Residential,TWO-FAM-RES, ,2, , ,YES, ,"(42.356977313800002, -71.111847501499895)"
32 GLENWOOD AVE,99-5,99,5,5000,104,Residential,TWO-FAM-RES, ,2, , ,YES, ,"(42.356943988300003, -71.112645415299895)"
286 BROOKLINE ST,96-4,96,4,4000,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.356936846300002, -71.108163994600005)"
97 CHESTNUT ST,97-105,97,105,3358,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.356935329300001, -71.108967181599894)"
11 GLENWOOD AVE,99-32,99,32,6000,111,Residential,4-8-UNIT-APT, ,6, , , , ,"(42.3569068105, -71.111721474299898)"
321 PEARL ST,99-29,99,29,4369,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.3569362982999, -71.111316676000001)"
187 MAGAZINE ST,100-86,100,86,22024,334,Commercial,GAS-STATION, ,0, , , , ,"(42.356749489199899, -71.114185315200004)"
120 CHESTNUT ST,98-86,98,86,4096,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.356927058300002, -71.110104839399895)"
1 PEARL STREET PL,98-91,98,91,3500,101,Residential,SNGL-FAM-RES, ,1, , , , ,"(42.356884993000001, -71.110409518599894)"
108 CHESTNUT ST,98-28,98,28,2600,1014,Residential,SINGLE FAM W/AU, ,2, , , , ,"(42.3569300821, -71.109499370799895)"
592 PUTNAM AVE,96-49,96,49,4184,105,Residential,THREE-FM-RES, ,3, , ,YES, ,"(42.356906541500003, -71.106842975500001)"
316 PEARL ST,98-20,98,20,4500,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.356904531799898, -71.110747503499894)"
120 HENRY ST,98-87,98,87,5888,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.356578169599899, -71.111170024000003)"
595 PUTNAM AVE,96-133,96,133,2134,1014,Residential,SINGLE FAM W/AU, ,2, , , , ,"(42.356599622600001, -71.107066958199894)"
8 FORT WASHINGTON PL,96-142,96,142,1104,101,Residential,SNGL-FAM-RES, ,1, , , , ,"(42.356627794799898, -71.107533259600004)"
47 GRANITE ST,99-18,99,18,5000,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.356563135099897, -71.112576258199894)"
99 HENRY ST,98-35,98,35,2868,104,Residential,TWO-FAM-RES, ,2, , ,YES, ,"(42.356569603799898, -71.110310499400001)"
6 FORT WASHINGTON PL,96-141,96,141,1104,101,Residential,SNGL-FAM-RES, ,1, , , , ,"(42.356600110000002, -71.107486057800003)"
597 PUTNAM AVE,96-132,96,132,1466,101,Residential,SNGL-FAM-RES, ,1, , , , ,"(42.3566046607, -71.106936247700006)"
372 MEMORIAL DR,58-163,58,163,7000,942,Higher Education,Private College, ,0, , , , ,"(42.3564356061, -71.0965076098)"
335 PEARL ST,99-11,99,11,5076,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.3565457159999, -71.111779598499893)"
4 FORT WASHINGTON PL,96-140,96,140,1104,101,Residential,SNGL-FAM-RES, ,1, , , , ,"(42.356571813800002, -71.107436431899899)"
97 HENRY ST,98-34,98,34,2867,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.356521062900001, -71.1102255541999)"
114 HENRY ST,98-88,98,88,4173,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.356494470800001, -71.111023941599896)"
41 GRANITE ST,99-17,99,17,5000,101,Residential,SNGL-FAM-RES, ,1, , , , ,"(42.356480328099899, -71.1124297641)"
2 FORT WASHINGTON PL,96-139,96,139,1330,101,Residential,SNGL-FAM-RES, ,1, , , , ,"(42.356517885400002, -71.107395469799897)"
5 HASTINGS SQ,98-33,98,33,10000,111,Residential,4-8-UNIT-APT, ,4, , , , ,"(42.356411714700002, -71.110034828799897)"
1 FORT WASHINGTON PL,96-131,96,131,1603,101,Residential,SNGL-FAM-RES, ,1, , , , ,"(42.356497583699898, -71.107053819399894)"
308 BROOKLINE ST,65-52,65,52,9000,112,Residential,>8-UNIT-APT, ,12, , ,YES, ,"(42.356388829499899, -71.108697845099897)"
341 PEARL ST,99-12,99,12,5025,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.356437742200001, -71.111890707200004)"
605 PUTNAM AVE,66-133,66,133,1889,105,Residential,THREE-FM-RES, ,3, , ,YES, ,"(42.356474962699899, -71.106725396900003)"
636 PUTNAM AVE,66-29,66,29,10487,400,Industrial,MANUFACTURNG, ,0, , , , ,"(42.356345982500002, -71.105742980299894)"
112 HENRY ST,98-9,98,9,5077,104,Residential,TWO-FAM-RES, ,2, , ,YES, ,"(42.356417192499897, -71.110892682400006)"
259 SIDNEY ST,96-14,96,14,4084,105,Residential,THREE-FM-RES, ,3, , ,YES, ,"(42.3564290598, -71.107239115900001)"
336 PEARL ST,98-7,98,7,5000,105,Residential,THREE-FM-RES, ,3, , , , ,"(42.356381940600002, -71.1112832053999)"
609 PUTNAM AVE,66-134,66,134,1936,105,Residential,THREE-FM-RES, ,3, , , , ,"(42.356415314000003, -71.106618087900003)"
55 CHESTNUT ST,96-84,96,84,5625,104,Residential,TWO-FAM-RES, ,2, , ,YES, ,"(42.356303113300001, -71.107631313699898)"
296 VASSAR ST,61-17,61,17,701713,9421,Education Residential,Private College Res Units, ,0, ,YES, ,Educ NonTax,"(42.3552923969999, -71.1025033855)"
106 HENRY ST,98-62,98,62,3550,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.3563646797, -71.110713484900003)"
405 MEMORIAL DR,59-40,59,40,7092,942,Higher Education,Private College, ,0, , , ,Educ NonTax,"(42.356212446900003, -71.097222906699898)"
625 PUTNAM AVE,66-124,66,124,27675,112,Residential,>8-UNIT-APT, ,40, , , , ,"(42.356189900499899, -71.106545318200006)"
351 PEARL ST,99-13,99,13,4975,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.356329359, -71.112004059699899)"
261 SIDNEY ST,96-15,96,15,3000,105,Residential,THREE-FM-RES, ,3, , , , ,"(42.3563251640999, -71.1073383385)"
314 BROOKLINE ST,65-53,65,53,3750,105,Residential,THREE-FM-RES, ,3, , , , ,"(42.356283679199898, -71.108855564300001)"
407 MEMORIAL DR,59-39,59,39,7092,942,Higher Education,Private College, ,0, , , ,Educ NonTax,"(42.3561544238, -71.097394109999897)"
342 PEARL ST,98-6,98,6,5000,105,Residential,THREE-FM-RES, ,3, , , , ,"(42.356273658600003, -71.111398159100006)"
72 CHESTNUT ST,65-2,65,2,4950,101,Residential,SNGL-FAM-RES, ,1, , , , ,"(42.3562270052999, -71.108460156600003)"
265 SIDNEY ST,96-16,96,16,3170,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.356233764000002, -71.107432698400004)"
353 PEARL ST,99-14,99,14,2262,101,Residential,SNGL-FAM-RES, ,1, , , , ,"(42.3562508857, -71.112085970799896)"
11 ROCKINGHAM ST,98-12,98,12,3900,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.356223029799899, -71.110981884599894)"
100 HENRY ST,98-47,98,47,3968,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.356211999400003, -71.110417030099896)"
318-320 BROOKLINE ST,65-54,65,54,3750,105,Residential,THREE-FM-RES, ,3, , ,YES, ,"(42.356202452600002, -71.108943111800002)"
9 ROCKINGHAM ST,98-63,98,63,1550,101,Residential,SNGL-FAM-RES, ,1, , , , ,"(42.356255476199898, -71.110830576699897)"
410R MEMORIAL DR,59-41,59,41,579,942,Higher Education,Private College, ,0, , , ,Educ NonTax,"(42.356189776900003, -71.097527283199895)"
410 MEMORIAL DR,59-37,59,37,43836,942,Higher Education,Private College, ,0, , , ,Educ NonTax,"(42.3558973280999, -71.098094812200003)"
346 PEARL ST,98-5,98,5,2500,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.3561942199999, -71.111484185099897)"
29 GRANITE ST,99-80,99,80,2443,101,Residential,SNGL-FAM-RES, ,1, , , , ,"(42.356193104100001, -71.112138707200003)"
64 CHESTNUT ST,65-3,65,3,6273,121,Assisted Living/Boarding House,BOARDING-HSE, ,1, , , ,Other NonTax,"(42.356079489300001, -71.108386153599895)"
262 SIDNEY ST,66-106,66,106,4908,111,Residential,4-8-UNIT-APT, ,8, , ,YES, ,"(42.356117061299898, -71.106939608999895)"
51 CHESTNUT ST,96-18,96,18,2450,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.356152363699898, -71.107618844399894)"
15 ROCKINGHAM ST,98-13,98,13,3100,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.356147256699899, -71.111062807799897)"
350 PEARL ST,98-4,98,4,2500,104,Residential,TWO-FAM-RES, ,2, , ,YES, ,"(42.3561395499, -71.111541725199899)"
318R BROOKLINE ST,65-55,65,55,4823,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.356089632299899, -71.108659716399899)"
322 BROOKLINE ST,65-16,65,16,5000,111,Residential,4-8-UNIT-APT, ,6, , , , ,"(42.356106149600002, -71.109041665999897)"
140 WAVERLY ST,66-94,66,94,2850,337,Transportation,PARKING-LOT, ,0, , , , ,"(42.356117114600004, -71.105587691099899)"
96 HENRY ST,98-48,98,48,3169,111,Residential,4-8-UNIT-APT, ,5, , , , ,"(42.356092458500001, -71.110320770200005)"
635 PUTNAM AVE,66-10,66,10,12600,400,Industrial,MANUFACTURNG, ,0, , , , ,"(42.355967701700003, -71.106123521100002)"
62 CHESTNUT ST,65-4,65,4,6273,101,Residential,SNGL-FAM-RES, ,1, , , , ,"(42.356009817199897, -71.108263155399897)"
45-47 CHESTNUT ST,96-17,96,17,2640,105,Residential,THREE-FM-RES, ,3, , ,YES, ,"(42.356084260000003, -71.107509628100004)"
8 ROCKINGHAM ST,98-46,98,46,2432,105,Residential,THREE-FM-RES, ,3, , , , ,"(42.356103916999899, -71.110532060200001)"
17 ROCKINGHAM ST,98-14,98,14,3050,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.356082299299899, -71.111132952199895)"
352 PEARL ST,98-3,98,3,5000,104,Residential,TWO-FAM-RES, ,2, , ,YES, ,"(42.356058203400003, -71.111629166)"
94 HENRY ST,98-49,98,49,5169,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.356022052599897, -71.110198781700007)"
266 SIDNEY ST,66-105,66,105,4092,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.356027572899897, -71.107036537699898)"
56 CHESTNUT ST,65-5,65,5,6269,105,Residential,THREE-FM-RES, ,3, , , , ,"(42.355939909100002, -71.108147723000002)"
75 HENRY ST,65-15,65,15,10000,101,Residential,SNGL-FAM-RES, ,1, , , , ,"(42.355944042200001, -71.109210881300001)"
19-25 ROCKINGHAM ST,98-15,98,15,5000,105,Residential,THREE-FM-RES, ,3, , , , ,"(42.355996024900001, -71.111225548099895)"
12 ROCKINGHAM ST,98-45,98,45,3542,101,Residential,SNGL-FAM-RES, ,1, , , , ,"(42.356004251199899, -71.110609447300007)"
86 HENRY ST,98-68,98,68,4500,105,Residential,THREE-FM-RES, ,3, , ,YES, ,"(42.355940027300001, -71.110055890599895)"
272 SIDNEY ST,66-1,66,1,8250,13,Mixed Use Residential,MULTIUSE-RES,mixed,3, , , , ,"(42.355901875400001, -71.107158921500002)"
356 PEARL ST,98-57,98,57,2205,104,Residential,TWO-FAM-RES, ,2, , ,YES, ,"(42.355998101799898, -71.1117838605999)"
65 HENRY ST,65-14,65,14,11241,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.355852523899898, -71.108898373200006)"
52 CHESTNUT ST,65-6,65,6,3500,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.3559465162, -71.1079239524)"
27 ROCKINGHAM ST,98-90,98,90,4548,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.355892703800002, -71.111335485799898)"
82 HENRY ST,98-67,98,67,6500,111,Residential,4-8-UNIT-APT, ,5, , , , ,"(42.355848076599898, -71.109895429299897)"
2-4 ROCKINGHAM PL,98-65,98,65,5738,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.3558734796, -71.110448231899895)"
48 CHESTNUT ST,65-7,65,7,3500,101,Residential,SNGL-FAM-RES, ,1, , , , ,"(42.3558580881, -71.107773654100001)"
25 GRANITE ST,98-56,98,56,1395,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.355914948100001, -71.111642248500004)"
560 MEMORIAL DR,62-34,62,34,120895,9421,Education Residential,Private College Res Units, ,134, ,YES, ,Educ NonTax,"(42.355257339700003, -71.103544892399896)"
167R WAVERLY ST,62-40,62,40,11230,391,Vacant Commercial,COM-PDV-LAND, ,0, , , , ,"(42.3554275223999, -71.105367394200002)"
63 HENRY ST,65-13,65,13,6272,105,Residential,THREE-FM-RES, ,3, , , , ,"(42.355757717300001, -71.108725517400003)"
295 VASSAR ST,62-32,62,32,8949,942,Higher Education,Private College, ,0, , , ,Educ NonTax,"(42.355737344600001, -71.104405619600001)"
33 ROCKINGHAM ST,98-17,98,17,3918,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.355804965700003, -71.1114355781)"
345 BROOKLINE ST,98-51,98,51,10010,105,Residential,THREE-FM-RES, ,3, , , , ,"(42.355711997, -71.110194664199895)"
1-3 ROCKINGHAM PL,98-64,98,64,5678,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.355609435300003, -71.110726773400003)"
57-59 HENRY ST,65-12,65,12,6272,105,Residential,THREE-FM-RES, ,3, , ,YES, ,"(42.355686066300002, -71.108608661600002)"
428 MEMORIAL DR,59-32,59,32,5000,942,Higher Education,Private College, ,0, , , , ,"(42.355669093700001, -71.098782027599896)"
24 ROCKINGHAM ST,98-41,98,41,3465,104,Residential,TWO-FAM-RES, ,2, , ,YES, ,"(42.355768847599897, -71.110858597399897)"
53 HENRY ST,65-11,65,11,6269,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.355617663499899, -71.108490523499896)"
289 SIDNEY ST,65-9,65,9,4000,105,Residential,THREE-FM-RES, ,3, , ,YES, ,"(42.355674539500001, -71.108089734900005)"
28 ROCKINGHAM ST,98-40,98,40,3427,104,Residential,TWO-FAM-RES, ,2, , ,YES, ,"(42.355673940099898, -71.110958392000001)"
500 MEMORIAL DR,60-6,60,6,75000,942,Higher Education,Private College, ,0, , , ,Educ NonTax,"(42.3552294797, -71.100055549999894)"
301 VASSAR ST,62-30,62,30,10816,942,Higher Education,Private College, ,0, , , ,Educ NonTax,"(42.3555371867999, -71.104703618000002)"
353 BROOKLINE ST,98-52,98,52,6500,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.3555745427999, -71.110340723999897)"
47 HENRY ST,65-10,65,10,13249,111,Residential,4-8-UNIT-APT, ,7, , ,YES, ,"(42.355492559799899, -71.108290220000001)"
32 ROCKINGHAM ST,98-39,98,39,4400,105,Residential,THREE-FM-RES, ,3, , , , ,"(42.355544922, -71.110976106500004)"
9 GRANITE ST,98-72,98,72,4740,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.355476744299899, -71.110642791299895)"
5 GRANITE ST,98-73,98,73,4608,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.355405959000002, -71.110511148000001)"
3 GRANITE ST,98-74,98,74,3830,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.355350281200003, -71.110373113700007)"
304 VASSAR ST,62-41,62,41,44127,942,Higher Education,Private College, ,0, , , ,Educ NonTax,"(42.3549429454999, -71.104633758199896)"
169 GRANITE ST,98-75,98,75,706,972,Transportation,Road Right of Way, ,0, , , ,City NonTax,"(42.3552453645, -71.110508796399898)"
515 MEMORIAL DR,61-14,61,14,41713,942,Higher Education,Private College, ,0, , , ,Educ NonTax,"(42.354638240200003, -71.101811849900002)"
565 MEMORIAL DR,62-18,62,18,74155,942,Higher Education,Private College, ,0, , , ,Educ NonTax,"(42.354208477699899, -71.104285496200006)"
AUDREY ST,62-36,62,36,53207,9421,Education Residential,Private College Res Units, ,208, , , ,Educ NonTax,"(42.354222408699897, -71.103088223200004)"
353 VASSAR ST,63-131,63,131,11678,316,Commercial,WAREHOUSE, ,0, , , , ,"(42.354423399600002, -71.1071275275999)"
318 THIRD ST,14-44,14,44,49470,406,Office/R&D,HIGH-TECH, ,0, , , , ,"(42.364690055099899, -71.082363861600001)"
ATHENAEUM ST,14-55,14,55,5995,3922,Vacant Commercial,CRMCL REC LND, ,0, , , , ,"(42.364640498, -71.081861281100004)"
300 ATHENAEUM ST,14-51,14,51,33646,995,Privately-Owned Open Space,Private Open Space, ,0, , , , ,"(42.364590672699897, -71.081500386000002)"
KENDALL ST,14-54,14,54,5995,3922,Vacant Commercial,CRMCL REC LND, ,0, , , , ,"(42.364542906700002, -71.081137127399899)"
650 E KENDALL ST,14-45,14,45,49470,406,Office/R&D,HIGH-TECH, ,0, , , , ,"(42.364478252600001, -71.080627659800001)"
364R THIRD ST,14-41,14,41,56977,422,Utility,ELEC GEN PLANT, ,0, , , , ,"(42.363603294299899, -71.080837082299894)"
350 THIRD ST,14-1038,14,1038,48106,112,Mixed Use Residential,MXD >8-UNIT-APT,groundfloor,465, , , , ,"(42.363525457599899, -71.082847020399896)"
330 THIRD ST,14-39,14,39,13855,428,Utility,GAS-CONTROL, ,0, , , , ,"(42.3641168296, -71.082976879300006)"
585 THIRD ST,14-46,14,46,35866,390,Vacant Commercial,COM-DEV-LAND, ,0, , , , ,"(42.364054096099899, -71.082360463699899)"
ATHENAEUM ST,14-49,14,49,12592,972,Transportation,Road Right of Way, ,0, , , , ,"(42.363955659600002, -71.081845188200006)"
ATHENAEUM ST,14-56,14,56,38998,972,Transportation,Road Right of Way, ,0, , , , ,"(42.364258060700003, -71.081675460400007)"
500 KENDALL ST,14-47,14,47,35754,346,Office,INV-OFFICE, ,0, , , , ,"(42.363896115099898, -71.081383520800003)"
240 HAMPSHIRE ST,111-31,111,31,7800,112,Residential,>8-UNIT-APT, ,15, , ,YES, ,"(42.374224914300001, -71.101775361099897)"
111 THORNDIKE ST,25-119,25,119,2992,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.370214879400002, -71.082946574000005)"
2286 MASSACHUSETTS AVE,196-154,196,154,12281,325,Commercial,RETAIL-STORE, ,0, , , , ,"(42.3946960363999, -71.127785681500001)"
16 LONGFELLOW PK,219-39,219,39,9690,101,Residential,SNGL-FAM-RES, ,1, , , , ,"(42.375241128900001, -71.126870401600002)"
63 SIXTH ST,33-83,33,83,3142,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.369762517300003, -71.085465318999894)"
403 MEMORIAL DR,59-34,59,34,7058,942,Higher Education,Private College, ,0, , , , ,"(42.356252553300003, -71.097026353000004)"
400 MEMORIAL DR,59-35,59,35,5000,942,Higher Education,Private College, ,0, , , , ,"(42.356309673600002, -71.096870526000004)"
101 SCHOOL ST,75-113,75,113,3209,104,Residential,TWO-FAM-RES, ,2, , , , ,"(42.364289602900001, -71.098728444599899)"
